alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie_Kj;Energie_Kcal;Eau;Proteines;Glucides;Lipides;Sucres;Glucose;"Fibres
alimentaires";"AG
saturés";"Sel
chlorure
de
sodium"
produits sucrés;biscuits sucrés;-;Gaufrette fourrée et/ou enrobée de chocolat;2230;534;1.2;6.63;56.6;30.5;37.8;< 0.32;3.5;18.8;0.25
produits sucrés;biscuits sucrés;-;Gaufrette fourrée. aux fruits à coque (noisette. amande. praliné. etc.). avec ou sans chocolat;2340;562;1.6;9;49;36.1;34;< 0.32;2.5;15.4;0.26
produits sucrés;biscuits sucrés;-;Gaufrette. fourrée vanille;2250;538;1.1;5.75;60.1;30.1;32.9;5.98;1.6;19.9;0.36
produits sucrés;biscuits sucrés;-;Gaufrette fourrée. aux fruits;1510;355;10.1;4.13;81;0.8;46.6;21.8;2.7;0.3;0.15
produits sucrés;biscuits sucrés;-;Crêpe dentelle nature;1960;467;2.9;6.37;73.1;16.2;36.6;2.75;1.7;11.1;0.65
produits sucrés;biscuits sucrés;-;Crêpe dentelle. nappée de chocolat;2090;498;-;5.75;67.4;22.1;43.2;0.94;3.5;11.5;0.57
produits sucrés;biscuits sucrés;-;Biscuit sec aux oeufs à la cuillère (cuiller) ou boudoir;1550;366;10.8;7.75;74.5;3.4;48.8;0.66;2.9;1.17;0.3
produits sucrés;biscuits sucrés;-;Biscuit sec. type langue de chat ou cigarette russe;2000;475;2.98;5.27;72.7;17.8;39.7;0.39;1.55;9.45;0.49
produits sucrés;biscuits sucrés;-;Meringue;1680;396;1.36;4.77;93.2;0.52;87.6;< 0.2;< 0.25;< 0.005;0.23
produits sucrés;biscuits sucrés;-;Biscuit sec croquant aux amandes (ex. canistrelli);1910;454;-;9.04;68.2;15.4;37.6;-;3.2;2.94;0.27
produits sucrés;biscuits sucrés;-;Biscuit sec fin ou tuile. aux amandes;1980;471;3.2;7.8;68;18.1;49.1;0.27;2.1;5.65;0.21
produits sucrés;biscuits sucrés;-;Biscuit sec fin ou tuile. saveur citron ou orange;1760;419;-;6.37;69.7;9.73;31.6;-;13.6;4.17;0.55
produits sucrés;biscuits sucrés;-;Biscuit sec ou galette à l'avoine. nappée de chocolat;2130;509;-;5.73;61.3;26;39.6;-;3.58;14.6;0.59
produits sucrés;biscuits sucrés;-;Biscuit sec ou galette à l'avoine;2060;491;-;5.64;63.9;22.9;34.6;-;3.41;11.7;0.74
produits sucrés;biscuits sucrés;-;Cookie aux cranberries et au chocolat blanc. préemballé;2050;488;-;4.76;65.9;22.4;41;-;2.1;10.9;1.2
produits sucrés;biscuits sucrés;-;Biscuit sec. type batonnet. stick. vrille ou torsade. nappé de chocolat;2140;510;1.62;6.86;63.1;25.1;34.6;0.18;2.42;14.1;0.42
produits sucrés;biscuits sucrés;-;Biscuit sec feuilleté. type palmier ou autres. nappé de chocolat;2220;532;-;5.93;59.7;29.4;30.3;-;2.33;16.6;1.02
produits sucrés;biscuits sucrés;-;Biscuit sec feuilleté. type palmier ou autres. préemballé;2210;528;2.4;6.06;56.8;30;18.8;0.44;3.4;15.4;1.15
produits sucrés;biscuits sucrés;-;Biscuit sec feuilleté. type palmier ou autres. artisanal;2080;499;6.12;5.93;47.8;30.4;21.8;0.8;5.3;14.4;1.16
produits sucrés;biscuits sucrés;-;Cookie au chocolat et aux fruits à coque (noisettes. amandes. noix de pécan…). préemballé;2120;507;3.7;6.78;57;27.1;30.5;< 0.2;4.02;11.2;0.77
produits sucrés;biscuits sucrés;-;Biscuit (génoise). nappé aux fruits. type barquette;1440;341;15.5;4.44;74.4;2.1;51.1;12.6;2.8;0.75;0.12
produits sucrés;biscuits sucrés;-;Biscuit sec (tartelette). nappé aux fruits. préemballé;1790;424;6.84;4.63;71.3;13;34.5;9.37;1.94;6.75;0.43
produits sucrés;biscuits sucrés;-;Biscuit moelleux fourré à l'orange et enrobé de sucre glace;1520;359;13.3;4.1;80;2.1;47;12.8;1.7;0.4;< 0.01
produits sucrés;biscuits sucrés;-;Cookie au chocolat. préemballé;2060;493;2.8;6.44;61;23.8;31.4;0.21;4.3;11.4;0.86
produits sucrés;biscuits sucrés;-;Cône ou cornet classique. pour glace;1700;401;-;7.5;80.4;5;25.6;-;2;4.1;0.54
produits sucrés;biscuits sucrés;-;Biscuit (génoise). fourré aux fruits (ex : orange. cerise…). nappé de chocolat;1660;395;13.3;3.88;66.6;11.7;45.2;9.31;3.2;5.75;0.31
produits sucrés;biscuits sucrés;-;Cookie aux pépites de chocolat et à la noix de coco. préemballé;2170;519;2.85;5.93;54.5;29.8;28.3;-;4.85;16.3;0.83
produits sucrés;céréales de petit-déjeuner;-;Grains de blé soufflés au miel ou caramel. enrichis en vitamines et minéraux;1650;390;1.5;7.31;82.8;2;33.8;0.8;5;0.57;0.01
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner chocolatées. non fourrées. enrichies en vitamines et minéraux;1660;393;1.5;8.19;74.7;5.1;22.5;1.29;7.1;1.36;0.3
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner (aliment moyen);1700;402;3.48;8.02;73.2;7.21;21.2;0.8;5.99;1.96;0.6
produits sucrés;céréales de petit-déjeuner;-;Muesli (aliment moyen);1820;433;4.54;8.87;63.4;14.3;19.4;1.61;6.9;3.44;0.44
produits sucrés;céréales de petit-déjeuner;-;Pétales de maïs nature. enrichis en vitamines et minéraux;1560;368;5.2;6.88;80;1;7.59;1.88;5.5;0.32;1.01
produits sucrés;céréales de petit-déjeuner;-;Riz soufflé nature. enrichi en vitamines et minéraux;1650;388;1.47;7;86.3;1.2;7.9;0.5;2;0.4;1
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres. au chocolat. enrichies en vitamines et minéraux;1640;389;3;9.9;71.9;4.7;19.5;-;9.7;2.15;0.19
produits sucrés;céréales de petit-déjeuner;-;Riz soufflé chocolaté. non enrichi en vitamines et minéraux;1640;387;2.8;6.26;83.3;2.3;28.2;0.35;3.9;1.06;0.71
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner chocolatées. non fourrées. non enrichies en vitamines et minéraux;1640;387;2.7;8.63;77.7;3.2;26.8;0.13;6.1;1.14;0.28
produits sucrés;céréales de petit-déjeuner;-;Pétales de maïs nature. non enrichis en vitamines et minéraux;1580;372;3.4;6.88;82.4;0.7;4.12;0.6;4.6;0.31;1.82
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes. enrichies en vitamines et minéraux;1850;440;4.5;7.06;67;15;26.3;0.16;4.4;3.57;0.88
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées au chocolat ou chocolat-noisettes. non enrichies en vitamines et minéraux;1920;457;4.4;7;67.2;17.2;29.1;< 0.01;2.3;3.95;0.47
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées au lait ou à la vanille. enrichies en vitamines et minéraux;1800;429;4.8;10.4;63.9;13.4;26;0.23;4.9;4.16;0.56
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales au chocolat. avec ou sans fruits à coque. enrichis en vitamines et minéraux;1690;399;2.9;8;74.5;6.3;19.2;0.38;6;3.46;0.75
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales aux fruits. enrichis en vitamines et minéraux;1600;377;3;8.1;80.6;1.58;14.6;-;4.25;0.3;0.77
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales aux fruits à coque. enrichis en vitamines et minéraux;1660;392;-;8.97;73.5;5.53;23.2;-;6.43;1.07;1.04
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales au chocolat. avec ou sans fruits à coque. non enrichis en vitamines et minéraux;1740;413;3.1;7.63;73.6;8.4;20.6;0.5;4.9;3.81;0.56
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales aux fruits. non enrichis en vitamines et minéraux;1600;378;3.1;8.36;79.7;1.62;12.7;1.63;5.44;0.32;0.84
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales. nature. sucrées. enrichies en vitamines et minéraux;1570;372;3.6;8.5;77.7;1.5;12.6;0.48;6;0.5;0.85
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner. enrichies en vitamines et minéraux (aliment moyen);1720;408;3.23;7.76;72.8;8.2;21.4;0.9;5.75;2.2;0.67
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner. non enrichies en vitamines et minéraux (aliment moyen);1630;386;3.05;8.45;77.1;3.39;23.5;0.39;6.05;1.16;0.43
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres. aux fruits ou fruits à coque. enrichies en vitamines et minéraux;1660;395;5.4;8.63;64.5;9;23.3;5.68;9.5;3.95;0.72
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres. aux fruits ou fruits à coque. non enrichies en vitamines et minéraux;1580;374;-;8.53;71.1;3.93;22.3;-;9.9;2.15;1.51
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres. nature. enrichies en vitamines et minéraux;1520;361;3.53;11.9;67.7;2.13;11.7;-;11.6;0.6;1.06
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner riches en fibres. nature. non enrichies en vitamines et minéraux;1560;368;-;8.48;74.8;1.85;15.2;-;9.4;0.4;0.86
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner au chocolat et caramel. extrudées. enrichies en vitamines et minéraux;1730;410;0.6;8.06;74.7;7.2;23.9;0.29;6.4;1.32;0.47
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner au chocolat et caramel. extrudées. non enrichies en vitamines et minéraux;1670;394;-;9.13;76.2;4.43;27;-;6.6;0.87;0.62
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner fourrées au lait ou à la vanille. non enrichies en vitamines et minéraux;1850;440;4.9;7.94;67.5;14.5;26.8;0.18;3.4;3.23;0.53
produits sucrés;céréales de petit-déjeuner;-;Grains de blé soufflés au miel ou caramel. non enrichis en vitamines et minéraux;1620;382;-;8.93;77.6;2.52;32;-;6.53;0.63;0.02
produits sucrés;céréales de petit-déjeuner;-;Mélange de flocons de céréales. nature. non enrichi en vitamines et minéraux;1440;341;-;10.2;61.7;3.17;1.49;-;12.4;0.6;0.01
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales. nature. sucrées. non enrichies en vitamines et minéraux;1600;377;3.2;8;80.1;1.5;13.9;0.45;5.7;0.52;0.72
produits sucrés;céréales de petit-déjeuner;-;Pétales de céréales. nature. sans sucres ajoutés. non enrichies en vitamines et minéraux;1560;369;-;12.2;70.2;2.78;0.88;-;7.28;0.42;1.22
produits sucrés;céréales de petit-déjeuner;-;Pétales de maïs glacés au sucre. non enrichis en vitamines et minéraux;1620;381;-;6.22;85.4;0.96;23.4;-;2.8;0.36;1.2
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant aux fruits. avec ou sans fruits à coque et/ou graines. non enrichi en vitamines et minéraux;1860;442;4.1;8.69;62.7;15.7;22.4;2.94;7.1;4.43;0.12
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant au chocolat. non enrichi en vitamines et minéraux;1870;446;2.5;9.25;64.7;15.1;21.5;0.13;6.8;5.26;0.31
produits sucrés;céréales de petit-déjeuner;-;Muesli floconneux aux fruits. fruits à coque et/ou graines. enrichi en vitamines et minéraux;1600;378;6.5;9.5;68.9;5.3;20.3;2.67;7.4;0.97;0.32
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant aux fruits. avec ou sans fruits à coque et/ou graines. enrichi en vitamines et minéraux;1950;464;3.1;8.38;60.4;19.4;19.1;0.98;6.7;3.58;0.56
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant au chocolat. enrichi en vitamines et minéraux;1970;469;3.1;8;61.9;19.7;22.3;0.18;5.3;6.68;0.49
produits sucrés;céréales de petit-déjeuner;-;Muesli floconneux aux fruits. fruits à coque et/ou graines. sans sucres ajoutés. non enrichi;1580;374;10;10.3;59.8;8.1;13.3;5.89;8.9;1.54;0.023
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner très riches en fibres. nature. enrichies en vitamines et minéraux;1370;327;3;13.4;43.3;3.8;10.4;-;33.1;0.75;0.51
produits sucrés;céréales de petit-déjeuner;-;Pétales de maïs glacés au sucre. enrichis en vitamines et minéraux;1620;381;3.3;4.25;88.6;0.5;36.4;0.79;2.3;0.14;0.81
produits sucrés;céréales de petit-déjeuner;-;Boules de maïs soufflées au miel. non enrichies en vitamines et minéraux;1650;389;2.3;5.84;87.3;1.41;26.3;2;2.01;0.19;0.65
produits sucrés;céréales de petit-déjeuner;-;Blé khorasan complet soufflé;1600;378;5.13;7.32;80.5;1.96;23.4;0.2;4.4;0.52;0.027
produits sucrés;céréales de petit-déjeuner;-;Riz soufflé chocolaté. enrichi en vitamines et minéraux;1620;382;3.1;6.75;81.8;2;18;0.33;4.5;1.05;0.62
produits sucrés;céréales de petit-déjeuner;-;Boules de maïs soufflées au miel. enrichies en vitamines et minéraux;1630;384;2.3;5.63;86.6;0.9;22.9;1.08;3.2;0.24;0.89
produits sucrés;céréales de petit-déjeuner;-;Muesli floconneux aux fruits. fruits à coque et/ou graines. non enrichi en vitamines et minéraux;1570;371;9;10.6;60.9;7;11.7;4.23;9.8;2.09;0.058
produits sucrés;céréales de petit-déjeuner;-;Muesli enrichi en vitamines et minéraux (aliment moyen);1840;436;4.25;8.78;63.6;14.6;19.7;1.35;6.77;3.51;0.47
produits sucrés;céréales de petit-déjeuner;-;Flocons d'avoine;1550;369;11;11.4;57.7;7.82;1.04;< 0.2;11.2;1.37;0.011
produits sucrés;céréales de petit-déjeuner;-;Muesli non enrichi en vitamines et minéraux (aliment moyen);1720;409;6.37;9.63;61.8;11.6;17.2;3.47;8.36;3.3;0.093
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner au miel ou caramel. soufflées ou extrudées. enrichies en vitamines et minéraux;1640;388;3;7.44;75.4;4.6;21.8;1.46;6.3;0.76;0.91
produits sucrés;céréales de petit-déjeuner;-;Céréales pour petit déjeuner au miel ou caramel. soufflées ou extrudées. non enrichies en vitamines et minéraux;1620;382;-;6.73;80.1;2.78;21.9;-;5.03;0.62;0.43
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant aux fruits à coque et/ou graines uniquement. enrichi en vitamines et minéraux;1820;433;-;9.77;63.3;13.8;14.7;-;8.27;3.73;0.56
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant aux fruits à coque et/ou graines uniquement. non enrichi en vitamines et minéraux;1890;450;2.9;10;61.2;16.5;17.2;0.4;6.7;2.65;0.22
produits sucrés;barres céréalières;-;Barre céréalière pour petit déjeuner au lait. au chocolat ou non. enrichie en vitamines et minéraux;1620;382;2.7;7.06;79.5;3.2;28.1;1.07;4.5;1.74;0.54
produits sucrés;barres céréalières;-;"Barre céréalière ""équilibre"" aux fruits. enrichie en vitamines et minéraux";1610;382;8.45;6.13;73.3;6.53;30.4;-;4.13;3.5;0.75
produits sucrés;barres céréalières;-;"Barre céréalière ""équilibre"" au chocolat. enrichie en vitamines et minéraux";1720;407;4.48;5.99;70.3;10.9;32.3;4.1;3.7;6.65;0.7
produits sucrés;barres céréalières;-;Barre céréalière diététique hypocalorique;1640;391;6.84;5.9;71;11.2;8.5;-;5.8;9.6;0.75
produits sucrés;barres céréalières;-;Barre céréalière au chocolat;1890;451;2.54;6.55;73;14.9;32.9;6.19;4.5;7.37;0.51
produits sucrés;barres céréalières;-;Barre céréalière aux fruits;1600;379;8.68;5.49;74.1;7.07;29.6;11.6;3.8;3.44;0.63
produits sucrés;barres céréalières;-;Barre céréalière aux amandes ou noisettes;1860;444;6.5;8.69;60.6;18.2;20.4;5.7;4.6;4.03;0.45
produits sucrés;barres céréalières;-;Barre céréalière au chocolat et aux fruits;1760;419;-;5.7;70.4;11.8;34.8;11.1;4.04;7.45;0.56
produits sucrés;gâteaux et pâtisseries;-;Baba au rhum. rayon frais;732;174;64.3;2.8;28.3;2.35;28.3;-;0.76;1.8;0.33
produits sucrés;gâteaux et pâtisseries;-;Gâteau (aliment moyen);1710;410;20;5.49;51.8;19.6;29.3;2.43;2.38;5.13;0.72
produits sucrés;gâteaux et pâtisseries;-;Cheesecake. préemballé;1410;337;39.2;5.44;34.1;19.7;21.3;0.5;0.7;11.4;0.44
produits sucrés;gâteaux et pâtisseries;-;Gâteau Paris-Brest (pâte à choux crème mousseline praliné);1360;327;40.6;5.42;29.1;20.5;18.6;< 0.2;1.1;12.5;0.29
produits sucrés;gâteaux et pâtisseries;-;Forêt noire. pâtisserie type génoise au chocolat et crème multi-couches. avec ou sans cerises;1330;317;38.3;3.66;39.1;14.8;26.4;3.84;1.85;9.71;0.17
produits sucrés;gâteaux et pâtisseries;-;Gâteau mousse de fruits sur génoise. type miroir. bavarois;1110;265;53.3;2.79;30.8;14.5;24.3;2.81;< 1;8.89;0.16
produits sucrés;gâteaux et pâtisseries;-;Entremets type Opéra;1630;392;30.1;5.19;37.6;24;33.3;0.66;2.3;13.4;0.11
produits sucrés;gâteaux et pâtisseries;-;Fraisier ou framboisier;925;221;-;2.6;25;12;21;7.8;1.5;7.5;0.14
produits sucrés;gâteaux et pâtisseries;-;Baba au rhum. artisanal;-;-;50.1;2.25;36.3;9.9;29.9;3.22;0.8;6.42;0.22
produits sucrés;gâteaux et pâtisseries;-;Canelé;1260;298;26.3;4.9;61;3.2;41.2;< 0.2;2.6;2.11;0.1
produits sucrés;gâteaux et pâtisseries;-;Kouign amann. préemballé;2040;489;-;3.64;53.2;28.8;27.8;-;1.45;19.9;0.86
produits sucrés;gâteaux et pâtisseries;-;Macaron moelleux fourré à la confiture ou à la crème;1880;448;10.8;11;56.5;19;51.3;1.2;2.9;2.5;0.16
produits sucrés;gâteaux et pâtisseries;-;Bûche de Noël pâtissière;1520;363;33.7;4.25;39.8;20.4;31.8;1.54;1;11.1;0.24
produits sucrés;gâteaux et pâtisseries;-;Brownie au chocolat et aux fruits à coques. préemballé;1940;466;12.6;6.58;45.9;27.7;32;< 0.2;3.18;6.71;0.47
produits sucrés;gâteaux et pâtisseries;-;Brownie au chocolat. préemballé;1910;458;12.8;5.94;50.6;25.4;35.1;0.97;3.4;7.32;0.35
produits sucrés;gâteaux et pâtisseries;-;Rocher coco ou congolais (petit gâteau à la noix de coco). préemballé;1920;459;-;3.98;56.1;23;49.3;-;5.62;19.7;0.15
produits sucrés;gâteaux et pâtisseries;-;Biscuit de Savoie;1100;260;33.2;6.05;56.3;0.8;-;-;1.5;0.12;1.87
produits sucrés;gâteaux et pâtisseries;-;Quatre-quarts (beurre. oeufs. sucre. farine). artisanal;1840;440;20.5;5.94;46;25.6;26.8;0.23;1.1;15.8;0.52
produits sucrés;gâteaux et pâtisseries;-;Quatre-quarts (beurre. oeufs. sucre. farine). préemballé;1810;434;19.4;5.94;48.2;23.9;26.4;0.33;1.1;15.2;1.07
produits sucrés;gâteaux et pâtisseries;-;Barre pâtissière. préemballée;1590;378;21.8;5.38;54.7;14.9;26.8;0.18;1.4;1.59;1.28
produits sucrés;gâteaux et pâtisseries;-;Gâteau moelleux au citron. préemballé;1720;411;17.1;6.81;49.6;20.4;30.5;-;1;7.93;0.43
produits sucrés;gâteaux et pâtisseries;-;Gâteau breton fourré à la crème de pruneaux. préemballé;1900;453;-;5.17;59.3;21.3;37.7;-;1.5;12.7;0.63
produits sucrés;gâteaux et pâtisseries;-;Far breton aux pruneaux;960;229;50;5.13;32;8;21.5;5.19;3.4;4.79;0.23
produits sucrés;gâteaux et pâtisseries;-;Kouign Amann. artisanal;1870;449;17;5.81;48.7;25.1;20.5;4.64;2.2;16.7;0.85
produits sucrés;gâteaux et pâtisseries;-;Pain d'épices. préemballé;1350;318;20.4;3.14;71.8;1.15;40.8;18.8;3.78;0.24;0.62
produits sucrés;gâteaux et pâtisseries;-;Pain d'épices fourré aux fruits ou nonnette. préemballé;1430;338;17.4;3.85;75;2.15;45.4;-;1.74;0.35;0.47
produits sucrés;gâteaux et pâtisseries;-;Baklava ou baklawa (pâtisserie orientale aux amandes et sirop);1920;459;13.5;10.4;49.2;24.5;39.6;14.9;< 1;4.7;0.075
produits sucrés;gâteaux et pâtisseries;-;Corne de gazelle (pâtisserie orientale aux amandes en forme de croissant recouverte de sucre glace);1990;474;8.22;8.55;60.2;22.1;32;0.4;< 1;7.78;0.15
produits sucrés;gâteaux et pâtisseries;-;Chou à la crème. sans précision (chantilly ou pâtissière);1350;325;46.4;4.5;25.1;22.9;16.7;0.53;< 0.5;14.5;0.28
produits sucrés;gâteaux et pâtisseries;-;Chou à la crème chantilly. Saint-honoré;1400;337;44.3;4.63;22.9;25;8.9;< 0.5;1;13.6;0.37
produits sucrés;gâteaux et pâtisseries;-;Chou à la crème pâtissière;945;225;51.7;4.31;34.9;7.3;10.7;2.6;1;3.38;0.25
produits sucrés;gâteaux et pâtisseries;-;Éclair;1100;264;48.8;5.78;31.6;11.8;18.9;0.8;3.9;6.11;0.23
produits sucrés;gâteaux et pâtisseries;-;Tarte aux fruits et crème pâtissière;862;205;56.8;2.94;30;7.7;18.7;6;1.3;4.8;0.26
produits sucrés;gâteaux et pâtisseries;-;Tarte normande aux pommes (garniture farine. oeufs. crème. sucre. calvados). artisanale;1310;313;38.6;4.44;38.7;15;25.8;2.34;2.5;8.37;0.23
produits sucrés;gâteaux et pâtisseries;-;Tarte au citron;1340;319;34.1;5.56;43.1;13.6;34.1;2.1;0.97;7.65;0.3
produits sucrés;gâteaux et pâtisseries;-;Tarte ou tartelette aux pommes;951;227;50.4;2.52;32.7;8.79;20.7;4.3;3.3;4.66;0.31
produits sucrés;gâteaux et pâtisseries;-;Tarte aux fraises. artisanale;1320;318;46.9;3.19;31;19.8;12.9;7.2;1.5;9.04;0.14
produits sucrés;gâteaux et pâtisseries;-;Crumble aux pommes. préemballé;949;226;52.4;1.71;35.4;8.17;19;3.66;1.9;5.43;0.11
produits sucrés;gâteaux et pâtisseries;-;Tarte aux abricots;1190;285;41.5;3.18;41;10.7;17.5;6.6;5.9;6.43;0.22
produits sucrés;gâteaux et pâtisseries;-;Tarte aux fruits rouges;970;231;49.1;3.5;36.5;6.87;20.8;5;4.5;3.85;0.21
produits sucrés;gâteaux et pâtisseries;-;Tarte tatin aux pommes;1030;245;50;1.76;38.1;9.25;28.5;5.5;1.25;5.79;0.15
produits sucrés;gâteaux et pâtisseries;-;Tarte au chocolat. fabrication artisanale;1960;469;18.6;5.94;40.9;30.7;22.7;1.8;2.9;18.9;0.19
