alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie_Kj;Energie_Kcal;Eau;Proteines;Glucides;Lipides;Sucres;Glucose;"Fibres
alimentaires";"AG
saturés";"Sel
chlorure
de
sodium"
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Macédoine de légumes. précuite. à finir de cuire. surgelée;262;62.4;84.4;4;7.5;0.5;3.5;0.6;6;0;0.045
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Poivron rouge. appertisé. égoutté;111;26.3;91.9;0.96;4.5;0.2;3.2;1.45;1.35;0.029;0.17
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Asperge blanche. bouillie/cuite à l'eau;72.6;17.3;94.9;1.44;1.63;0.3;1.2;0.4;1.3;0.1;0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Céleri-rave. purée;109;26.2;91.4;1.37;2.83;0.18;2.11;0.8;4.01;0;0.12
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Petits pois. purée;360;86;-;4.8;8;2.8;3;-;4.8;1.7;0.74
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Tomate. chair et peau. rôtie/cuite au four;101;24;92.6;1;3.53;0.4;3.1;1.4;1.9;0.11;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou romanesco ou brocoli à pomme. cuit;143;34.5;91.5;3;2.03;0.8;1.6;0.7;4.3;0.27;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Potimarron. chair sans peau. cuit à l'étouffée;185;44.2;87.3;1.31;7.05;0.5;4.5;1.6;3.3;0.14;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Courge butternut (doubeurre). chair sans peau. cuite;122;28.9;90.9;1.06;5.24;< 0.5;4;0.6;1.8;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Carotte. purée cuisinée à la crème. préemballée;182;43.7;89.6;1.44;4.57;1.6;4.39;0.39;3;0.99;0.53
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Asperge verte. bouillie/cuite à l'eau;106;25.3;92.7;2.69;1.73;0.3;1.3;0.3;2.2;0.07;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Aubergine. chair et peau. rôtie/cuite au four;132;31.1;91;1.31;3.83;< 0.3;3.4;1.8;1.9;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Bette ou blette. côte et feuille. bouillie/cuite à l'eau;64.5;15.6;95.2;0.88;1.43;0.3;1;0.7;2.5;0.1;0.19
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Brocoli. bouilli/cuit à l'eau. croquant;92.6;22.2;92.9;2.5;1.23;0.4;0.8;0.4;2.6;0.1;0.043
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Brocoli. bouilli/cuit à l'eau. fondant;90.6;21.8;93.8;2.19;1.03;0.5;0.6;0.3;3;0.14;0.033
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Brocoli. cuit à la vapeur;160;38;89.4;4.13;2.53;0.7;1.5;0.7;2.2;0.25;0.04
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Carotte. bouillie/cuite à l'eau. croquante;139;33.1;89.2;0.75;6.33;< 0.3;5.9;0.8;3.2;< 0.01;0.11
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Carotte. bouillie/cuite à l'eau. fondante;124;29.6;90.1;0.25;5.73;< 0.3;5.1;0.7;3.3;< 0.01;0.12
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Carotte. cuite à la vapeur;169;40.3;87.7;0.63;7.33;0.3;6.9;0.9;3.7;0.07;0.11
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou blanc. bouilli/cuit à l'eau;87.1;20.8;92.9;1;3.23;< 0.3;2.8;1.4;2.7;< 0.01;0.018
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou de Bruxelles. bouilli/cuit à l'eau;187;44.4;85.5;3.19;5.4;< 0.3;4.1;0.8;4.8;< 0.01;0.023
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou rouge. cuit à l'étouffée;143;33.9;89.1;1.19;5.7;< 0.3;4.5;2.2;3;< 0.01;0.033
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou vert. bouilli/cuit à l'eau;79;19;92.7;1.63;1.83;< 0.3;1.4;0.7;3.3;< 0.01;0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou-fleur. cuit à la vapeur;129;30.5;91.1;2.56;3.41;0.3;2.4;0.9;1.8;0.09;0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Courgette. chair et peau. rôtie/cuite au four;85.6;20.3;93.1;1.5;3.13;< 0.3;2.7;1.2;1.7;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Céleri branche. cuit à l'étouffée;61.4;14.7;94.3;0.75;2.48;< 0.3;1.7;0.8;1.5;< 0.01;0.35
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Céleri rave. bouilli/cuit à l'eau;110;26.2;91;0.94;4.32;0.3;1.2;< 0.2;2.6;0.09;0.093
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Endive. rôtie/cuite au four;93.7;22;93.7;1.13;4.38;< 0.3;3.2;2.2;< 0.5;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Fenouil. cuit à l'étouffée;49.1;11.8;95.1;0.25;1.94;< 0.3;1.3;0.8;1.8;< 0.01;0.028
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Haricot beurre. bouilli/cuit à l'eau;147;35;89.6;2.19;4.45;0.3;2.2;0.7;2.7;0.09;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Haricot vert. bouilli/cuit à l'eau;113;27;90.8;1.75;3.39;< 0.3;2.5;0.9;3.2;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Navet. bouilli/cuit à l'eau;77.3;18.4;94.2;0.75;3.23;< 0.3;2.8;1.6;2.1;< 0.01;0.025
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Oignon blanc ou jaune. sauté/poêlé sans matière grasse;165;39.2;88.1;1.56;6.73;< 0.3;5;2;2.8;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Oignon nouveau ou oignon frais ou cébette. sauté/poêlé sans matière grasse;117;28;91.2;1.13;3.56;0.3;2.8;0.9;3.1;0.09;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Oignon rouge. sauté/poêlé;175;41.5;87.9;1.69;7.55;< 0.3;6.7;2.5;2.1;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Panais. cuit à l'étouffée;384;91.2;73.6;1.94;16.6;0.5;6.2;< 0.2;5.6;0.13;0.018
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Petits pois. bouillis/cuits à l'eau;340;80.7;77.4;6.38;9.93;0.6;1.6;< 0.2;4.8;0.15;0.023
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Poireau. bouilli/cuit à l'eau;103;24.7;91.6;2.56;2.23;< 0.3;1.8;0.7;3.4;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Poivron jaune. sauté/poêlé;145;34.5;90.5;1;5.33;0.6;4.9;2.3;2.2;0.19;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Poivron rouge. sauté/poêlé;140;33;89.8;0.94;6.53;< 0.3;6.1;2.8;2;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Poivron vert. sauté/poêlé;114;27.3;92.4;1.25;3.53;0.3;3.1;1.6;3;0.1;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Potimarron. chair sans peau. bouilli/cuit à l'eau;163;38.6;88.9;1.06;6.88;0.3;3.5;1.3;1.8;0.08;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Potiron. rôti/cuit au four;119;28.2;90.7;0.25;5.66;< 0.3;4.8;1.2;2;< 0.01;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Salsifis. bouilli/cuit à l'eau;240;56.9;82.8;2.63;9.29;< 0.3;2.3;< 0.2;4.5;< 0.01;0.02
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Échalote. sautée/poêlée sans matière grasse;284;67.3;81.5;2;12.3;0.4;3.8;0.5;2.9;0.12;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Épinard. bouilli/cuit à l'eau;111;26.8;91.9;3.38;traces;0.7;traces;< 0.2;3.5;0.13;0.03
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou chinois pak choï ou pak choy (feuilles vertes ressemblant à des blettes). cuit;53.7;12.8;95.6;1.56;0.78;0.16;0.78;-;1;0.021;0.085
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Asperge. bouillie/cuite à l'eau (aliment moyen);87;20.7;94;1.97;1.67;0.3;1.24;0.36;1.69;0.087;0.0098
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Brocoli. bouilli/cuit à l'eau (aliment moyen);90.6;21.8;93.8;2.19;1.03;0.5;0.6;0.3;3;0.14;0.033
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Brocoli. cuit (aliment moyen);126;30;91.6;3.17;1.79;0.6;1.06;0.5;2.59;0.2;0.036
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Carotte. bouillie/cuite à l'eau (aliment moyen);124;29.6;90.1;0.25;5.73;< 0.3;5.1;0.7;3.3;< 0.01;0.12
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Carotte. cuite (aliment moyen);138;33;89.3;0.37;6.24;0.2;5.67;0.76;3.43;0.026;0.11
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Céleri branche. cuit (aliment moyen);54.4;13.1;95;0.63;1.38;0.15;0.8;-;2;0.1;0.54
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Chou rouge. cuit (aliment moyen);134;31.8;89.5;1.26;5.13;0.14;4.22;2.01;2.9;0.0064;0.041
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Fenouil. cuit (aliment moyen);49.1;11.8;95;0.36;1.8;< 0.27;1.2;0.74;1.83;< 0.014;0.043
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Potimarron. chair sans peau. cuit (aliment moyen);163;38.6;88.9;1.06;6.88;0.3;3.5;1.3;1.8;0.08;< 0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Tomate. chair et peau. cuite (aliment moyen);83.3;19.8;93.7;0.97;3.06;0.21;2.71;1.26;1.13;0.049;0.02
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Légumes pour couscous. cuits;124;29.6;90.9;1.58;3.87;0.42;2.09;0.55;2.33;0.049;0.59
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Légume cuit (aliment moyen);121;28.7;91;1.68;3.67;0.3;2.03;0.69;2.6;0.09;0.11
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Crosne. cuit;207;49;85.7;2.13;9.11;< 0.5;0.2;< 0.2;1.9;< 0.01;0.013
fruits. légumes. légumineuses et oléagineux;légumes;légumes cuits;Gombo. fruit. cuit;93.7;22.4;92.6;1.87;2.01;0.21;2.01;-;2.5;0.045;0.015
fruits. légumes. légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;Carotte. déshydratée;1330;317;4;8.1;56;1.49;38.8;-;23.6;0.26;0.69
fruits. légumes. légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;Oignon. séché;1500;355;3.93;8.95;74.1;0.46;37.4;-;9.2;0.078;0.053
fruits. légumes. légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;Tomate. séchée;-;-;14.6;14.1;43.5;2.97;37.6;-;12.3;0.43;0.62
fruits. légumes. légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;Champignon noir. séché;-;-;-;7.5;-;0.075;0;< 0.3;-;0;0.088
fruits. légumes. légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;Champignon. lentin comestible ou shiitaké. séché;1330;316;9.5;9.58;63.9;0.99;2.21;-;11.5;0.23;0.033
fruits. légumes. légumineuses et oléagineux;légumes;légumes séchés ou déshydratés;Tomate. séchée. à l'huile;-;-;53.8;5.06;7.98;13.2;6.5;2.88;5.8;1.89;0.67
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Banane jaune. chair sans peau. cuite à la vapeur. prélevée à la Martinique;-;-;64.1;1.06;-;0.057;-;-;-;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chips de chair de giraumon (variété locale). prélevé à la Martinique;-;-;-;-;12.3;-;0.44;0.054;8.4;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chips de chair de giraumon (variété phoenix). prélevé à la Martinique;-;-;-;-;13.9;-;0.2;0.036;8.7;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chou dur ou chou caraïbe ou macabo. pulpe. cuit à la vapeur. prélevé à la Martinique;-;-;63.7;3.25;-;0.0033;-;-;-;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chayote ou christophine ou chouchou à peau blanche. chair sans peau. sans noyau. cuite à la vapeur. prélevée à la Martinique;-;-;90.4;1.21;5.93;0.033;-;-;1.9;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chayote ou christophine ou chouchou à peau verte. chair sans peau. sans noyau. cuite à la vapeur. prélevée à la Martinique;-;-;90.7;1.23;4.6;0.023;-;-;3;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chayote ou christophine ou chouchou à peau blanche. chaire sans peau. sans noyau. appertisée. non égouttée. prélevée à la Martinique;-;-;93.2;-;-;-;-;-;1;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Chayote ou christophine ou chouchou. chair et peau. sans noyau. cuite à la vapeur. surgelée. prélevée à la Martinique;-;-;91.6;-;-;-;-;-;1.6;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Concombre. chair sans peau. avec pépins. cru. prélevé à la Martinique;-;-;95.8;0.73;-;0.58;-;-;-;-;-
fruits. légumes. légumineuses et oléagineux;légumes;légumes et leurs produits de la Martinique;Concombre. chair et peau. cru. prélevé à la Martinique;-;-;96.8;0.42;-;0.27;-;-;-;-;-
